mode,total_tasks,concurrency,io_ms,cpu_rounds,total_time_s,qps,avg_latency_ms,p95_latency_ms,p99_latency_ms,peak_memory_mb
asyncio,20000,1000,50,100,1.0964142660000107,18241.280344668376,51.13301380594896,53.26844399996844,57.23173400019732,53.359375
asyncio,20000,2000,50,100,0.6015943959996548,33244.990533474775,52.34673945895156,64.66136200015171,66.98170100025891,53.953125
asyncio,20000,3000,50,100,0.46727172700002484,42801.648044070374,55.01892942385044,82.22122600000148,83.97661000026346,54.1796875
asyncio,20000,5000,50,100,0.44512681300011536,44931.01609674279,71.68534430425075,114.40599399975326,121.25462299991341,55.32421875
asyncio,20000,8000,50,100,0.5699862989999929,35088.56271648777,134.58223895964974,214.24470199963253,223.95293199997468,56.59375
asyncio,20000,10000,50,100,0.5388025520001065,37119.34905608251,161.56199791655206,340.28860600028565,341.2642319999577,58.140625
